ÅR;MÅNED_KODE;MÅNED;FYLKE;ARTSID;UTSETTSÅR;BEHFISK_STK;BIOMASSE_KG;UTSETT_SMOLT_STK;FORFORBRUK_KG;UTTAK_STK;UTTAK_KG;DØDFISK_STK;UTKAST_STK;RØMMING_STK;ANDRE_STK
2011;2;FEBRUAR;02 Troms;LAKS;2008;0;0;0;0;63991;409502,25;0;0;0;2558
2011;2;FEBRUAR;02 Troms;LAKS;2009;10033717;40208931,22;0;2821341;1130562;6741662,25;42741;664;0;8557
2011;2;FEBRUAR;02 Troms;REGNBUEØRRET;2009;59464;155201,04;0;15314;0;0;80;0;0;0
2011;2;FEBRUAR;02 Troms;LAKS;2010;21276281;19795610,99;0;1930753;0;0;159751;0;0;10
2011;2;FEBRUAR;02 Troms;REGNBUEØRRET;2010;1279419;740197,92;0;82635;0;0;7644;0;0;0
2011;2;FEBRUAR;02 Troms;LAKS;2011;906354;1934086,556;0;172236;0;0;925;0;0;0
2011;2;FEBRUAR;03 Nordland;LAKS;2008;6132;38686,788;0;1550;0;0;149;0;0;0
2011;2;FEBRUAR;03 Nordland;LAKS;2009;12259175;55544581,93;0;4378738;1889190;10627224,88;39767;8696;0;4089
2011;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2009;826443;2251370,76;0;209917;0;0;2130;0;0;0
2011;2;FEBRUAR;03 Nordland;LAKS;2010;40432313;43550336,18;0;3560102;0;0;245207;0;0;22
2011;2;FEBRUAR;03 Nordland;REGNBUEØRRET;2010;438059;193888,906;0;22951;0;0;3461;0;0;0
2011;2;FEBRUAR;04 Trøndelag;LAKS;2008;0;0;0;0;0;0;0;0;0;0
2011;2;FEBRUAR;04 Trøndelag;LAKS;2009;17492729;75114476,35;0;7840934;2477628;13749534,41;92729;6352;0;47288
2011;2;FEBRUAR;04 Trøndelag;REGNBUEØRRET;2009;17126;94329,668;0;6925;0;0;1326;0;0;0
2011;2;FEBRUAR;04 Trøndelag;LAKS;2010;45091010;48098700,65;0;4901690;0;0;337046;0;173156;0
2011;2;FEBRUAR;04 Trøndelag;LAKS;2011;1394831;146482,869;1457537;19287;0;0;62706;0;0;0
2011;2;FEBRUAR;06 Møre og Romsdal;LAKS;2009;7232340;33464318,47;0;3727994;1483959;7885688,251;107728;18561;3644;14623
2011;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2009;677625;2414366,499;0;212650;230568;1047279;9998;0;0;-7755
2011;2;FEBRUAR;06 Møre og Romsdal;LAKS;2010;25092638;29100794,59;0;2934218;5408;3151,25;322860;0;0;1340
2011;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2010;2347402;2041970,256;0;300675;0;0;23681;0;0;-324
2011;2;FEBRUAR;06 Møre og Romsdal;LAKS;2011;0;0;0;0;0;0;0;0;0;0
2011;2;FEBRUAR;06 Møre og Romsdal;REGNBUEØRRET;2011;0;0;0;0;0;0;0;0;0;0
2011;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2008;0;0;0;0;340;1500;34;0;0;5
2011;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2009;6544032;29553780,17;0;3136347;733622;3474512,75;34794;2865;0;-8103
2011;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2009;375906;1247744,074;0;141437;221088;833668,346;6800;204;0;0
2011;2;FEBRUAR;07 Sogn og Fjordane;LAKS;2010;21032166;25293506,88;0;2680488;86700;231800;127008;1802;0;-18397
2011;2;FEBRUAR;07 Sogn og Fjordane;REGNBUEØRRET;2010;4119240;2419100,504;0;290975;0;0;27742;0;0;0
2011;2;FEBRUAR;08 Hordaland;LAKS;2009;9786972;43287204,01;0;4764430;2304863;11120873,58;47381;28512;0;74772
2011;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2009;1343355;5283905,132;0;466375;453088;1797967,408;17409;18449;0;21992
2011;2;FEBRUAR;08 Hordaland;LAKS;2010;35547671;44397550,15;0;4581226;0;0;275790;32;0;17
2011;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2010;8866191;12742298;0;1482610;0;0;107483;0;0;32000
2011;2;FEBRUAR;08 Hordaland;LAKS;2011;1023050;561,866;350229;124;0;0;8073;0;0;0
2011;2;FEBRUAR;08 Hordaland;REGNBUEØRRET;2011;1541268;203322,832;1022243;32269;0;0;29475;0;0;0
2011;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2005;590;4,72;0;580;0;0;32;5;0;0
2011;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2008;2399;21434,152;0;0;0;0;58;0;0;0
2011;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2008;2192;14,881;0;1850;0;0;126;5;0;0
2011;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2009;8601845;35979956,82;0;3140860;952041;4976223,5;35566;14495;0;26041
2011;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2009;15133;31930,63;0;3400;0;0;97;0;0;0
2011;2;FEBRUAR;09 Rogaland og øvrige;LAKS;2010;22459275;18354752,69;0;1868590;0;0;168562;0;0;484
2011;2;FEBRUAR;09 Rogaland og øvrige;REGNBUEØRRET;2010;22890;31130,4;0;5450;0;0;50;0;0;0
2011;3;MARS;01 Finnmark;LAKS;2009;5195278;22261378,24;0;1470115;620670;3767283,25;36726;2985;0;-26642
2011;3;MARS;01 Finnmark;LAKS;2010;13927711;12933008,59;0;1007991;0;0;264675;0;0;24
2011;3;MARS;01 Finnmark;REGNBUEØRRET;2010;528770;91157,246;0;16560;0;0;5639;0;0;0
2011;3;MARS;02 Troms;LAKS;2009;8439495;33271789,79;0;2508298;1574585;8704310,875;42908;1361;0;35421
2011;3;MARS;02 Troms;REGNBUEØRRET;2009;59349;166177,2;0;15416;0;0;115;0;0;0
2011;3;MARS;02 Troms;LAKS;2010;21970568;23470331,66;0;2179503;0;0;213371;0;0;0
2011;3;MARS;02 Troms;REGNBUEØRRET;2010;1271643;811453,03;0;96243;0;0;7786;0;0;0
2011;3;MARS;03 Nordland;LAKS;2008;0;0;0;100;6109;36104,625;23;0;0;0
2011;3;MARS;03 Nordland;LAKS;2009;10176084;45942643,33;0;3539941;2357531;12878633,63;60785;9716;0;-66569
2011;3;MARS;03 Nordland;REGNBUEØRRET;2009;529843;1673790,39;0;95438;0;0;1802;0;0;0
2011;3;MARS;03 Nordland;LAKS;2010;40916675;48058708,77;0;4017456;84948;391133,25;291899;510;0;1431
2011;3;MARS;03 Nordland;REGNBUEØRRET;2010;675805;270446,169;0;28856;0;0;4231;0;0;0
2011;3;MARS;03 Nordland;LAKS;2011;275162;16020,005;342987;2316;0;0;85579;0;0;0
2011;3;MARS;04 Trøndelag;LAKS;2009;13220458;59759778,16;0;6472324;2737573;13704670,45;92602;12425;0;15797
2011;3;MARS;04 Trøndelag;REGNBUEØRRET;2009;16901;99912,265;0;9425;0;0;223;0;0;0
2011;3;MARS;04 Trøndelag;LAKS;2010;44152032;55898529,23;0;6402185;11443;51681,375;368545;0;0;-40511
2011;3;MARS;04 Trøndelag;LAKS;2011;2066376;249176,149;861785;45389;0;0;190240;0;0;0
2011;3;MARS;06 Møre og Romsdal;LAKS;2009;5023132;23296948,41;0;2575114;2237205;11669673,82;95944;45823;0;119948
2011;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2009;438001;1423985,058;0;133675;201155;1085002,365;7229;1081;0;15087
2011;3;MARS;06 Møre og Romsdal;LAKS;2010;26602120;34854712,67;0;3472911;26582;114518,5;285760;76;0;-29347
2011;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2010;2638648;2345160,938;0;367665;1020;232,675;27734;0;0;0
2011;3;MARS;06 Møre og Romsdal;LAKS;2011;835860;71923,892;857911;3568;0;0;22051;0;0;0
2011;3;MARS;06 Møre og Romsdal;REGNBUEØRRET;2011;0;0;0;0;0;0;0;0;0;0
2011;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2008;0;0;0;0;0;0;0;0;0;0
2011;3;MARS;07 Sogn og Fjordane;LAKS;2009;5407908;25580211,91;0;2879515;1175594;5923647,625;17696;5281;0;56346
2011;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2009;278008;990989,649;0;117816;94690;331227;3239;1238;0;683
2011;3;MARS;07 Sogn og Fjordane;LAKS;2010;20920187;27837095,58;0;2961738;0;0;111852;0;0;0
2011;3;MARS;07 Sogn og Fjordane;REGNBUEØRRET;2010;4087523;2753263,678;0;364136;0;0;31717;0;0;0
2011;3;MARS;08 Hordaland;LAKS;2009;7238201;33068429,73;0;3935029;2623947;13453210,85;42579;28730;0;67600
2011;3;MARS;08 Hordaland;REGNBUEØRRET;2009;896917;3583072,206;0;327723;415571;1652972,481;16071;15281;0;485
2011;3;MARS;08 Hordaland;LAKS;2010;34708981;48573881,01;0;5536499;121557;594711,25;372282;330;0;4836
2011;3;MARS;08 Hordaland;REGNBUEØRRET;2010;8575480;13598305,65;0;1536993;0;0;92395;0;0;9000
2011;3;MARS;08 Hordaland;LAKS;2011;661752;920,642;0;245;0;0;32;0;0;0
2011;3;MARS;08 Hordaland;REGNBUEØRRET;2011;1785575;297342,548;291599;85379;0;0;47292;0;0;0
2011;3;MARS;09 Rogaland og øvrige;LAKS;2008;0;0;0;0;0;0;2399;0;0;0
2011;3;MARS;09 Rogaland og øvrige;LAKS;2009;6200665;28588258,42;0;2884117;1130138;5439607,375;38461;10908;0;44348
2011;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2009;17126;50322,48;0;6600;0;0;789;0;0;0
2011;3;MARS;09 Rogaland og øvrige;LAKS;2010;23651594;22475359,24;0;2384964;0;0;161874;0;0;60
2011;3;MARS;09 Rogaland og øvrige;REGNBUEØRRET;2010;22801;34866,92;0;5600;0;0;89;0;0;0
2011;4;APRIL;01 Finnmark;LAKS;2009;4546338;19058111,06;0;1158563;623449;3862651,625;19601;2650;0;-592
2011;4;APRIL;01 Finnmark;LAKS;2010;13697620;13894948,1;0;1192682;0;0;230091;0;0;0
2011;4;APRIL;01 Finnmark;REGNBUEØRRET;2010;525266;108889,488;0;21196;0;0;3504;0;0;0
2011;4;APRIL;01 Finnmark;LAKS;2011;778529;83303,46;806522;7852;0;0;27993;0;0;0
2011;4;APRIL;02 Troms;LAKS;2009;7335471;29089608,59;0;2354534;1041336;5592768,5;22679;1590;0;-11315
2011;4;APRIL;02 Troms;REGNBUEØRRET;2009;59266;176612,68;0;14733;0;0;83;0;0;0
2011;4;APRIL;02 Troms;LAKS;2010;21774902;25663172,54;0;2544896;0;0;195451;0;0;0
2011;4;APRIL;02 Troms;REGNBUEØRRET;2010;1265329;898573,63;0;113400;0;0;6314;0;0;0
2011;4;APRIL;02 Troms;LAKS;2011;1793142;132653,778;1969652;14946;0;0;176510;0;0;0
2011;4;APRIL;02 Troms;REGNBUEØRRET;2011;350532;40057,5;360267;5638;0;0;9735;0;0;0
2011;4;APRIL;03 Nordland;LAKS;2009;8920335;42013621,99;0;3242919;1169969;5755765,125;37592;9776;0;-1858
2011;4;APRIL;03 Nordland;REGNBUEØRRET;2009;478348;1660608;0;212412;56254;219548,725;1508;0;0;6259
2011;4;APRIL;03 Nordland;LAKS;2010;39504506;50544107,86;0;4779540;0;0;262645;0;0;-3783
2011;4;APRIL;03 Nordland;REGNBUEØRRET;2010;672525;312327,26;0;54468;0;0;3258;0;0;0
2011;4;APRIL;03 Nordland;LAKS;2011;3070615;375470,034;3256636;29708;0;0;100551;0;0;0
2011;4;APRIL;04 Trøndelag;LAKS;2009;10545686;50740104,51;0;5490159;2474445;11838950,24;68848;13504;0;116690
2011;4;APRIL;04 Trøndelag;REGNBUEØRRET;2009;7857;56798,253;0;6500;6294;30831,14;99;671;0;1980
2011;4;APRIL;04 Trøndelag;LAKS;2010;43340979;60565842,3;0;7264905;414252;1716789,375;338988;2981;12824;-88755
2011;4;APRIL;04 Trøndelag;LAKS;2011;7126592;899527,451;5186570;117016;0;0;126014;0;0;0
2011;4;APRIL;06 Møre og Romsdal;LAKS;2009;3717147;17568216,35;0;1882960;1310047;6911439,964;61197;15843;0;74185
2011;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2009;347569;1093096,584;0;108600;92957;423161;1732;0;0;4257
2011;4;APRIL;06 Møre og Romsdal;LAKS;2010;26241345;38894287,65;0;4953188;1589;2756,25;373661;0;0;38543
2011;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2010;2747036;2748744,794;0;541850;225;79,45;8387;0;0;0
2011;4;APRIL;06 Møre og Romsdal;LAKS;2011;2067093;224532,067;1364889;58499;0;0;133656;0;0;0
2011;4;APRIL;06 Møre og Romsdal;REGNBUEØRRET;2011;0;0;0;0;0;0;0;0;0;0
2011;4;APRIL;07 Sogn og Fjordane;LAKS;2009;3008602;14738823,51;0;1670516;1470135;7512284,682;22384;27493;0;-10255
2011;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2009;202687;796511,904;0;78270;77508;257200;2733;737;0;5597
2011;4;APRIL;07 Sogn og Fjordane;LAKS;2010;20792483;30999607,98;0;4094728;37373;147000;89618;417;0;0
2011;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2010;4069779;3290724,583;0;594909;0;0;17766;0;0;0
2011;4;APRIL;07 Sogn og Fjordane;LAKS;2011;1171582;141585,643;1173155;16559;0;0;1573;0;0;0
2011;4;APRIL;07 Sogn og Fjordane;REGNBUEØRRET;2011;135554;24433,32;139149;7097;0;0;3595;0;0;0
2011;4;APRIL;08 Hordaland;LAKS;2009;5994854;25391330,51;0;2731486;1847218;9697282,75;59840;21154;0;-8451
2011;4;APRIL;08 Hordaland;REGNBUEØRRET;2009;589810;2474091,935;0;295767;311223;1270495,403;7412;9627;0;21155
2011;4;APRIL;08 Hordaland;LAKS;2010;33094795;53287802,44;0;7101065;91732;446021,5;193642;416;0;-268
2011;4;APRIL;08 Hordaland;REGNBUEØRRET;2010;8488963;14785025,22;0;1955397;38286;126914,33;48398;400;0;9000
2011;4;APRIL;08 Hordaland;LAKS;2011;10483744;1216101,076;9306246;165868;0;0;120944;0;0;-53134
2011;4;APRIL;08 Hordaland;REGNBUEØRRET;2011;4013535;659396,139;2228822;166251;0;0;25862;0;0;0
2011;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2004;2052;15595,2;0;3100;0;0;108;0;0;0
2011;4;APRIL;09 Rogaland og øvrige;LAKS;2009;4666002;22632375,87;0;2611808;1503439;7523730,375;48778;20202;0;113376
2011;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2009;14876;37190;0;4750;0;0;90;0;0;0
2011;4;APRIL;09 Rogaland og øvrige;LAKS;2010;22569535;23908157,87;0;3152395;0;0;214464;0;0;95
2011;4;APRIL;09 Rogaland og øvrige;REGNBUEØRRET;2010;22757;39455,57;0;6800;0;0;44;0;0;0
2011;4;APRIL;09 Rogaland og øvrige;LAKS;2011;2530870;1205101,657;2136246;213134;0;0;32566;0;0;-56201
2011;5;MAI;01 Finnmark;LAKS;2009;3703374;15126483,23;0;1262477;778017;4595080,375;15844;2260;0;-28537
2011;5;MAI;01 Finnmark;LAKS;2010;13529712;15018035,27;0;1554463;0;0;117008;0;0;-50899
2011;5;MAI;01 Finnmark;REGNBUEØRRET;2010;522688;140425,223;0;32839;0;0;2578;0;0;0
2011;5;MAI;01 Finnmark;LAKS;2011;6750278;636928,859;6231882;128936;0;0;260133;0;0;0
2011;5;MAI;01 Finnmark;REGNBUEØRRET;2011;268053;24703,581;290035;4097;0;0;21982;0;0;0
2011;5;MAI;02 Troms;LAKS;2009;6162224;25109245,6;0;2961904;1170939;6204516;10154;1306;0;9802
2011;5;MAI;02 Troms;REGNBUEØRRET;2009;59192;188822,48;0;16974;0;0;74;0;0;0
2011;5;MAI;02 Troms;LAKS;2010;21679077;29003312,74;0;3990023;0;0;106141;0;0;7416
2011;5;MAI;02 Troms;REGNBUEØRRET;2010;1262045;1051681,425;0;215795;0;0;3284;0;0;0
2011;5;MAI;02 Troms;LAKS;2011;7625619;633520,168;5819710;127964;0;0;290359;0;0;0
2011;5;MAI;02 Troms;REGNBUEØRRET;2011;346827;53492,7;0;17884;0;0;3705;0;0;0
2011;5;MAI;03 Nordland;LAKS;2009;6390553;30731967,95;0;3775809;2491796;13127599,38;38640;8989;0;-22290
2011;5;MAI;03 Nordland;REGNBUEØRRET;2009;347062;1375513,3;0;323923;133740;541721,88;851;0;0;3305
2011;5;MAI;03 Nordland;LAKS;2010;40430237;59714780,28;0;8744928;22729;90965,25;201565;187;0;-68882
2011;5;MAI;03 Nordland;REGNBUEØRRET;2010;670855;342771,407;0;90520;0;0;1670;0;0;0
2011;5;MAI;03 Nordland;LAKS;2011;17903948;1991824,63;15186868;377247;0;0;462341;0;0;0
2011;5;MAI;03 Nordland;REGNBUEØRRET;2011;300930;36449,54;302326;13841;0;0;1396;0;0;0
2011;5;MAI;04 Trøndelag;LAKS;2009;6210604;31503120,7;0;4675961;4098854;20519481,44;150198;28087;0;35146
2011;5;MAI;04 Trøndelag;REGNBUEØRRET;2009;7814;64684,292;0;11500;0;0;43;0;0;0
2011;5;MAI;04 Trøndelag;LAKS;2010;42588338;69491019,28;0;11164656;112812;452473,375;129719;0;0;-72189
2011;5;MAI;04 Trøndelag;LAKS;2011;25054121;3643011,547;17660796;678655;0;0;418583;0;0;-597
2011;5;MAI;06 Møre og Romsdal;LAKS;2009;2681421;13919834,3;0;1987678;931368;4788862,461;34408;12609;0;57760
2011;5;MAI;06 Møre og Romsdal;REGNBUEØRRET;2009;99196;286597,176;0;27050;246960;829259;580;0;0;-833
2011;5;MAI;06 Møre og Romsdal;LAKS;2010;26731134;46343508,69;0;8604899;15471;69528,375;239749;17;0;-53197
2011;5;MAI;06 Møre og Romsdal;REGNBUEØRRET;2010;2944000;3292393,873;0;1028435;0;0;3598;0;0;0
2011;5;MAI;06 Møre og Romsdal;LAKS;2011;9266151;1053510,115;6976485;252150;0;0;51937;0;0;0
2011;5;MAI;06 Møre og Romsdal;REGNBUEØRRET;2011;1904;1262,352;0;500;0;0;1996;0;0;0
2011;5;MAI;07 Sogn og Fjordane;LAKS;2009;1732632;8924045,152;0;1830767;1916142;10142435,11;15478;22954;0;-67117
2011;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2009;178396;888573,434;0;240413;26943;99000;2454;330;0;2736
2011;5;MAI;07 Sogn og Fjordane;LAKS;2010;21544486;35803257,69;0;6399174;108474;595000;56813;714;0;8561
2011;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2010;4054197;4346644,47;0;1178654;0;0;15582;0;0;0
2011;5;MAI;07 Sogn og Fjordane;LAKS;2011;7019429;753984,727;5055279;154557;0;0;135113;0;0;0
2011;5;MAI;07 Sogn og Fjordane;REGNBUEØRRET;2011;135493;44769,44;0;17136;0;0;61;0;0;0
2011;5;MAI;08 Hordaland;LAKS;2009;3550223;17874708,57;0;3223624;1789978;9427260,314;24100;36585;0;78910
2011;5;MAI;08 Hordaland;REGNBUEØRRET;2009;252182;1187082,213;0;343489;324838;1411345,143;4912;5775;0;-2099
2011;5;MAI;08 Hordaland;LAKS;2010;33019419;61078413,27;0;12002485;438202;2094545,894;156750;2164;0;2347
2011;5;MAI;08 Hordaland;REGNBUEØRRET;2010;8210537;16642679,85;0;3463737;238345;857999,5;40006;9149;0;17594
2011;5;MAI;08 Hordaland;LAKS;2011;24803696;3315102,291;14146612;1066371;0;0;204815;15;0;-63604
2011;5;MAI;08 Hordaland;REGNBUEØRRET;2011;5056061;1125888,417;1148157;409645;0;0;18685;0;0;0
2011;5;MAI;09 Rogaland og øvrige;REGNBUEØRRET;2004;2012;15593;0;700;0;0;40;0;0;0
2011;5;MAI;09 Rogaland og øvrige;LAKS;2009;2898944;15813402,03;0;2534382;1791309;8771301,375;28058;12727;0;24001
2011;5;MAI;09 Rogaland og øvrige;REGNBUEØRRET;2009;14814;29924,28;0;6000;0;0;62;0;0;0
2011;5;MAI;09 Rogaland og øvrige;LAKS;2010;21987875;27429563,2;0;5631915;0;0;174942;0;0;0
2011;5;MAI;09 Rogaland og øvrige;REGNBUEØRRET;2010;35990;53007,98;0;11000;0;0;117;0;0;0
2011;5;MAI;09 Rogaland og øvrige;LAKS;2011;5906332;628712,905;4025692;154049;0;0;54359;0;0;-79505
2011;6;JUNI;01 Finnmark;LAKS;2009;3451431;14660726,91;0;1660194;247722;1776488,625;12936;1355;0;10196
2011;6;JUNI;01 Finnmark;LAKS;2010;13574051;17401972,37;0;2649512;18489;38965,5;114506;561;0;137529
2011;6;JUNI;01 Finnmark;REGNBUEØRRET;2010;527668;200672,454;0;44693;0;0;2392;0;0;7372
2011;6;JUNI;01 Finnmark;LAKS;2011;12146367;1330450,229;6054449;422416;0;0;658330;0;0;30
2011;6;JUNI;01 Finnmark;REGNBUEØRRET;2011;266366;35358,805;0;16444;0;0;1686;0;0;1
2011;6;JUNI;02 Troms;LAKS;2009;4714603;20397399,99;0;3077424;1433962;7109786,5;32718;3686;0;21682
2011;6;JUNI;02 Troms;REGNBUEØRRET;2009;59126;214036,12;0;32167;0;0;66;0;0;0
2011;6;JUNI;02 Troms;LAKS;2010;21266835;33214035,98;0;5646059;399234;949535,75;164105;9457;0;73521
2011;6;JUNI;02 Troms;REGNBUEØRRET;2010;1259862;1253308,03;0;310033;0;0;2183;0;0;0
2011;6;JUNI;02 Troms;LAKS;2011;13418251;1416128,625;6773606;660097;0;0;522940;2080;935;0
2011;6;JUNI;02 Troms;REGNBUEØRRET;2011;346410;80963,65;0;32871;0;0;417;0;0;0
2011;6;JUNI;03 Nordland;LAKS;2009;3612789;17546067,14;0;3155715;2708766;14273025;11300;12706;0;56514
2011;6;JUNI;03 Nordland;REGNBUEØRRET;2009;203036;960444,3;0;298613;144027;573643,755;528;0;0;529
2011;6;JUNI;03 Nordland;LAKS;2010;39623952;69004539,53;0;14116817;346206;1953402,75;143289;1799;0;3534
2011;6;JUNI;03 Nordland;REGNBUEØRRET;2010;669455;222487,266;0;201600;0;0;1403;0;0;0
2011;6;JUNI;03 Nordland;LAKS;2011;22335848;3234137,761;7546037;1019028;0;0;332734;0;0;118569
2011;6;JUNI;03 Nordland;REGNBUEØRRET;2011;300387;62113,14;0;36079;0;0;543;0;0;0
2011;6;JUNI;04 Trøndelag;LAKS;2009;3446720;18450461,44;0;3261271;2744687;14651464,57;39251;9599;0;53248
2011;6;JUNI;04 Trøndelag;REGNBUEØRRET;2009;7743;69431,481;0;7500;0;0;71;0;0;0
2011;6;JUNI;04 Trøndelag;LAKS;2010;42157585;81452377,9;0;16974122;537058;2810175;325341;0;0;-86844
2011;6;JUNI;04 Trøndelag;LAKS;2011;28701564;5049979,497;5022789;1700052;0;0;938905;0;0;0
2011;6;JUNI;06 Møre og Romsdal;LAKS;2009;1892859;10231139,9;0;1643910;713660;4141300,287;28622;7880;0;40480
2011;6;JUNI;06 Møre og Romsdal;REGNBUEØRRET;2009;5199;22589,655;0;1000;96355;270714;25;0;0;2494
2011;6;JUNI;06 Møre og Romsdal;LAKS;2010;26060910;55074404,7;0;12242983;288257;1359877,5;367874;850;0;194
2011;6;JUNI;06 Møre og Romsdal;REGNBUEØRRET;2010;2965603;3723934,907;0;1409150;124248;259803;7149;0;0;0
2011;6;JUNI;06 Møre og Romsdal;LAKS;2011;10627250;1772593,893;1485790;655580;0;0;135031;0;0;0
2011;6;JUNI;06 Møre og Romsdal;REGNBUEØRRET;2011;1900;2209,7;0;950;0;0;4;0;0;0
2011;6;JUNI;07 Sogn og Fjordane;LAKS;2009;387858;2325568,118;0;504193;1326241;6778382,559;11075;14774;0;12250
2011;6;JUNI;07 Sogn og Fjordane;REGNBUEØRRET;2009;9571;38448,65;0;91344;173356;769098,486;523;633;0;5687
2011;6;JUNI;07 Sogn og Fjordane;LAKS;2010;20898501;40184970,61;0;7940762;349728;1517133,625;249359;4194;0;-34971
2011;6;JUNI;07 Sogn og Fjordane;REGNBUEØRRET;2010;3952460;5564313,947;0;1725562;55029;178473;17101;0;0;-29236
2011;6;JUNI;07 Sogn og Fjordane;LAKS;2011;8249243;1224771,071;1296350;417516;0;0;66535;0;0;0
2011;6;JUNI;07 Sogn og Fjordane;REGNBUEØRRET;2011;135350;74561,3;0;35928;0;0;143;0;0;0
2011;6;JUNI;08 Hordaland;LAKS;2009;1864739;9419378,487;0;1482715;1959714;10751498,58;42448;32916;0;61098
2011;6;JUNI;08 Hordaland;REGNBUEØRRET;2009;53311;327978,428;0;78485;183912;910236,908;2086;1255;0;-11618
2011;6;JUNI;08 Hordaland;LAKS;2010;31562808;65850453,94;0;13780092;1336338;6206655,501;339412;14322;0;3355
2011;6;JUNI;08 Hordaland;REGNBUEØRRET;2010;7273104;16544211,07;0;3855154;365506;1372180,06;93536;6052;0;23174
2011;6;JUNI;08 Hordaland;LAKS;2011;24859485;5127028,144;305451;2100937;1171;7074;247352;5;0;0
2011;6;JUNI;08 Hordaland;REGNBUEØRRET;2011;5432798;3027418,143;0;893842;77205;340339;40692;0;0;1726
2011;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2004;1972;15480,2;0;1100;0;0;40;0;0;0
2011;6;JUNI;09 Rogaland og øvrige;LAKS;2009;1334472;8226257,611;0;1318298;1437390;7765264,281;20287;14398;0;20723
2011;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2009;14743;36120,35;0;9700;0;0;71;0;0;0
2011;6;JUNI;09 Rogaland og øvrige;LAKS;2010;21139849;34182723,27;0;7353505;256454;1037806,875;679413;329;0;26850
2011;6;JUNI;09 Rogaland og øvrige;REGNBUEØRRET;2010;35808;65723,21;0;19300;0;0;182;0;0;0
2011;6;JUNI;09 Rogaland og øvrige;LAKS;2011;6101807;992218,193;0;371643;0;0;106468;0;0;0
2011;7;JULI;01 Finnmark;LAKS;2009;3352072;15815149,38;0;2290437;89386;478057,5;7156;586;0;-2180
2011;7;JULI;01 Finnmark;LAKS;2010;13341630;21913577,57;0;5174049;0;0;170026;0;0;-14464
2011;7;JULI;01 Finnmark;REGNBUEØRRET;2010;533293;278279,376;0;72302;0;0;3667;0;0;9292
2011;7;JULI;01 Finnmark;LAKS;2011;14354476;2313231,572;2978327;1000633;0;0;741757;0;0;28461
2011;7;JULI;01 Finnmark;REGNBUEØRRET;2011;260129;55139,31;0;23377;0;0;6237;0;0;0
2011;7;JULI;02 Troms;LAKS;2009;3075043;13620033,36;0;2708592;1632356;8738333;5817;1544;0;-31
2011;7;JULI;02 Troms;REGNBUEØRRET;2009;59070;245731,2;0;48035;0;0;56;0;0;0
2011;7;JULI;02 Troms;LAKS;2010;20924023;41544227,8;0;10930103;146838;621469,125;115831;0;0;-76306
2011;7;JULI;02 Troms;REGNBUEØRRET;2010;1257872;1726821,51;0;631664;0;0;1990;0;0;0
2011;7;JULI;02 Troms;LAKS;2011;15892936;2761117,482;2319368;1378759;0;0;300384;0;0;2
2011;7;JULI;02 Troms;REGNBUEØRRET;2011;345940;152966,61;0;75928;0;0;470;0;0;0
2011;7;JULI;03 Nordland;LAKS;2009;2127865;11047301,94;0;2304755;1310192;7073097,25;4318;3730;0;-49289
2011;7;JULI;03 Nordland;REGNBUEØRRET;2009;0;0;0;35586;204133;896171,03;257;0;0;1354
2011;7;JULI;03 Nordland;LAKS;2010;38863363;87433817,94;0;23843912;508892;2508784;242342;1705;0;-38854
2011;7;JULI;03 Nordland;REGNBUEØRRET;2010;667693;644651,876;0;224018;0;0;1762;0;0;0
2011;7;JULI;03 Nordland;LAKS;2011;24410700;5590666,227;2544133;2184953;0;0;580802;0;0;0
2011;7;JULI;03 Nordland;REGNBUEØRRET;2011;299891;106461,8;0;54727;0;0;496;0;0;0
